ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
8906,2,2,3,2,2,1,1,2,0
8907,3,4,4,2,1,2,3,1,0
8908,2,2,3,2,2,1,2,1,0
8909,3,4,4,1,3,1,3,2,0
8910,1,4,4,2,2,1,3,1,0
8911,2,3,3,4,1,1,3,1,0
8912,1,1,1,1,2,2,2,1,0
8913,1,2,1,1,1,1,1,2,1
8914,3,3,3,2,1,1,3,3,1
8915,2,4,2,1,3,1,3,3,1
8916,1,4,2,4,2,1,3,3,1
8917,3,4,3,1,1,1,3,1,0
8918,2,3,2,4,1,1,3,2,1
8919,2,4,3,4,2,1,1,3,0
8920,2,2,4,2,3,2,2,1,0
8921,3,3,1,4,2,2,3,3,1
8922,2,2,1,3,3,1,3,3,0
8923,2,2,1,2,2,1,2,1,0
8924,1,2,1,3,2,2,1,1,0
8925,1,4,4,2,3,2,2,2,1
8926,2,3,4,2,2,2,1,3,1
8927,2,3,1,4,2,1,3,3,1
8928,3,1,1,1,2,2,2,3,1
8929,2,1,1,1,1,1,3,1,0
8930,1,2,1,3,1,1,1,3,0
8931,1,2,4,2,3,1,2,3,0
8932,2,2,3,1,2,1,1,1,0
8933,2,4,4,4,2,2,1,2,0
8934,3,4,2,2,3,1,2,3,0
8935,2,2,4,4,3,1,3,2,0
8936,1,3,4,2,2,1,2,2,1
8937,1,2,2,2,1,1,2,3,1
8938,2,4,3,1,1,2,3,3,1
8939,2,2,4,2,3,2,1,1,0
8940,1,1,2,4,1,2,3,3,1
8941,1,3,3,4,2,1,2,2,1
8942,3,2,1,4,1,1,2,2,0
8943,3,1,1,2,1,2,3,3,1
8944,3,3,1,4,2,1,1,3,0
8945,1,2,2,3,2,2,3,1,0
8946,3,4,2,3,1,2,3,2,0
8947,3,2,4,3,3,2,1,1,0
8948,3,2,4,4,3,1,2,1,0
8949,1,2,1,3,1,2,1,3,0
8950,2,4,1,1,2,1,1,3,1
8951,1,2,3,2,1,1,2,1,0
8952,1,3,1,1,2,2,3,3,1
8953,1,1,1,3,2,1,3,1,0
8954,1,2,4,4,1,1,3,3,1
8955,3,4,2,3,1,2,3,3,0
8956,3,4,4,3,1,1,3,2,0
8957,1,1,2,4,3,1,1,2,1
8958,2,3,2,1,3,2,2,2,1
8959,2,1,3,2,2,2,1,2,1
8960,3,1,3,1,2,2,3,2,0
8961,2,2,1,4,3,2,2,2,0
8962,2,2,2,4,2,1,3,1,0
8963,3,4,2,2,3,2,2,2,0
8964,2,2,1,3,2,2,3,2,0
8965,2,3,1,3,2,1,3,3,1
8966,3,1,3,1,3,2,3,1,0
8967,2,2,3,3,3,2,2,2,0
8968,2,3,3,2,1,2,1,1,0
8969,2,1,3,4,3,1,1,1,0
8970,2,4,3,3,2,1,2,1,0
8971,3,2,3,2,3,1,2,3,1
8972,2,2,3,4,3,2,3,3,0
8973,3,4,2,1,1,1,3,1,0
8974,3,2,1,4,2,1,2,2,0
8975,3,4,1,4,2,1,1,2,0
8976,2,2,2,1,2,1,1,2,0
8977,3,4,1,2,3,1,2,2,0
8978,2,1,3,3,1,2,2,2,1
8979,2,2,1,4,3,1,1,3,0
8980,1,2,4,1,3,2,1,1,0
8981,2,4,2,1,2,2,3,2,0
8982,3,4,4,3,3,1,1,2,0
8983,3,2,4,4,2,1,1,3,0
8984,3,3,4,3,3,1,1,1,0
8985,1,1,1,2,2,1,2,1,0
8986,3,1,2,3,1,1,1,1,0
8987,3,1,4,3,3,2,1,3,0
8988,3,2,4,4,1,1,3,2,0
8989,3,2,1,2,1,2,2,3,1
8990,3,2,4,1,3,1,2,1,0
8991,1,2,3,3,2,1,2,3,0
8992,3,2,1,4,1,1,2,3,1
8993,2,3,1,1,3,1,2,3,1
8994,3,1,3,2,2,2,3,1,0
8995,3,3,4,2,3,1,1,1,0
8996,1,3,3,1,2,1,3,2,1
8997,1,1,3,3,3,1,1,1,0
8998,3,2,4,2,1,1,1,1,0
8999,3,4,4,3,1,1,2,1,0
9000,2,4,3,3,3,2,1,1,0
9001,1,4,4,1,3,1,1,2,1
9002,1,4,3,3,3,1,2,3,1
9003,2,3,3,1,3,2,2,3,1
9004,2,2,4,4,2,1,1,1,0
9005,2,4,4,3,2,2,1,3,0
9006,2,1,3,1,3,1,3,3,1
9007,3,1,3,2,3,1,2,3,1
9008,3,1,4,4,3,2,2,2,0
9009,2,3,1,1,3,1,2,2,1
9010,1,4,2,2,2,1,2,1,0
9011,1,3,1,2,2,2,3,3,1
9012,2,2,2,4,1,1,3,1,0
9013,1,2,1,3,3,2,1,1,0
9014,3,2,1,4,3,1,3,2,0
9015,1,2,2,2,2,1,3,3,0
9016,2,3,3,2,2,1,2,2,1
9017,2,2,2,4,2,2,1,3,0
9018,3,3,3,1,3,2,1,3,1
9019,2,4,2,3,2,1,3,3,1
9020,3,3,4,4,2,2,2,1,0
9021,1,2,1,1,3,1,3,2,0
9022,2,2,1,2,2,1,2,1,0
9023,2,2,2,3,1,1,1,1,0
9024,1,2,4,1,2,1,2,3,0
9025,1,3,3,2,1,2,2,1,0
9026,3,2,3,3,3,1,1,1,0
9027,2,2,3,3,3,2,2,1,0
9028,3,3,4,1,1,1,1,3,1
9029,1,2,3,3,3,2,1,2,0
9030,1,1,3,4,2,2,3,2,1
9031,2,1,4,3,2,2,2,1,0
9032,1,1,4,3,2,1,1,2,1
9033,3,1,3,4,2,2,1,2,0
9034,3,4,4,2,1,1,3,1,0
9035,1,2,1,1,2,1,1,1,0
9036,1,2,1,3,1,2,1,2,0
9037,3,3,4,2,3,1,2,1,0
9038,3,2,2,3,2,1,2,2,0
9039,2,2,1,4,1,1,1,1,0
9040,3,3,4,2,2,2,2,2,0
9041,2,1,1,4,3,2,1,3,1
9042,2,2,4,2,1,1,3,3,1
9043,1,2,3,3,2,1,2,2,0
9044,2,3,2,3,2,1,2,1,0
9045,1,4,2,4,3,1,1,1,0
9046,1,1,1,2,1,2,3,3,1
9047,1,2,1,4,2,2,2,1,0
9048,1,4,4,2,3,2,1,3,1
9049,2,2,3,1,1,1,3,3,1
9050,2,2,4,4,1,2,2,2,0
9051,3,2,1,2,3,2,3,1,0
9052,3,3,2,2,3,2,3,3,1
9053,2,3,2,2,3,2,1,2,1
9054,1,2,1,1,2,1,3,1,0
9055,3,4,4,1,1,2,1,1,0
9056,1,1,3,1,1,1,2,2,1
9057,2,2,3,4,2,2,2,1,0
9058,2,2,1,1,3,1,1,2,0
9059,2,2,2,1,2,1,3,2,0
9060,2,2,3,2,3,1,1,3,0
9061,3,2,1,3,3,1,2,3,0
9062,3,2,3,3,3,1,3,3,0
9063,3,2,1,1,2,1,3,1,0
9064,2,1,1,2,2,1,1,1,0
9065,1,3,1,1,3,2,3,1,0
9066,2,2,4,4,1,1,3,1,0
9067,3,3,2,2,3,1,3,3,1
9068,3,1,1,3,2,1,2,2,0
9069,2,1,2,3,1,2,1,2,1
9070,3,1,3,2,2,1,1,1,0
9071,3,3,1,4,1,1,1,3,1
9072,1,4,2,1,3,1,3,2,1
9073,2,4,4,3,1,2,3,1,0
9074,3,2,3,2,1,2,3,2,0
9075,2,2,3,2,3,1,1,3,0
9076,3,2,1,1,1,2,3,3,1
9077,3,4,2,4,3,1,3,1,0
9078,1,1,3,1,3,1,1,3,1
9079,1,1,1,1,3,1,3,2,1
9080,1,2,4,3,1,1,3,1,0
9081,2,1,3,3,3,2,3,3,1
9082,3,4,2,1,1,2,2,1,0
9083,1,1,3,3,3,1,3,3,1
9084,1,2,2,4,1,1,1,1,0
9085,1,3,4,1,3,2,3,3,1
9086,3,2,2,3,1,2,3,1,0
9087,3,2,4,3,2,1,1,3,0
9088,1,2,1,1,3,1,2,3,1
9089,2,1,3,3,3,1,1,1,0
9090,3,3,2,3,1,1,1,2,1
9091,3,1,3,3,1,1,1,3,1
9092,3,4,2,4,1,2,2,3,0
9093,1,4,1,4,1,2,3,1,0
9094,1,2,1,4,1,2,1,3,0
9095,2,1,3,2,1,1,1,3,1
9096,2,4,2,3,1,2,2,2,0
9097,1,1,2,4,2,1,3,3,1
9098,2,4,2,2,3,1,1,1,0
9099,3,3,3,4,1,1,2,1,0
9100,1,3,3,4,2,1,3,1,0
9101,1,4,2,1,2,2,1,3,1
9102,1,3,3,4,3,2,3,1,0
9103,3,1,3,4,3,2,2,1,0
9104,3,3,4,1,3,1,2,2,0
9105,2,2,3,4,3,1,3,2,0
9106,1,2,1,4,3,2,2,3,1
9107,1,2,1,2,3,1,2,3,1
9108,2,2,1,2,3,2,1,3,0
9109,1,2,1,4,2,2,1,3,0
9110,1,1,1,4,2,1,3,1,0
9111,3,1,3,2,2,2,2,3,1
9112,2,3,1,3,2,1,3,2,1
9113,3,2,4,3,1,2,1,3,0
9114,1,1,2,2,3,2,2,2,1
9115,2,4,1,3,2,1,3,2,0
9116,3,1,2,3,3,1,2,3,1
9117,3,3,4,2,1,1,1,2,1
9118,3,2,3,3,3,1,1,3,0
9119,2,2,3,3,2,2,3,2,0
9120,1,2,1,2,1,2,2,2,1
9121,2,3,3,1,2,1,1,3,1
9122,1,2,4,1,1,1,1,2,1
9123,3,2,4,1,1,2,1,2,0
9124,1,2,3,3,3,1,1,3,0
9125,1,1,2,2,2,1,3,3,1
9126,2,1,2,4,2,1,1,3,1
9127,3,4,3,1,3,1,1,2,0
9128,3,2,1,1,1,2,2,1,0
9129,2,3,3,3,2,2,2,2,1
9130,3,3,3,2,1,1,2,2,1
9131,3,4,3,2,1,1,1,1,0
9132,1,2,2,2,1,2,1,1,0
9133,3,1,1,1,2,2,1,3,1
9134,2,3,2,4,3,1,3,1,0
9135,2,2,4,1,2,1,1,1,0
9136,2,2,2,4,3,2,1,1,0
9137,2,1,2,2,2,1,1,3,1
9138,1,2,4,4,3,1,2,2,0
9139,2,2,3,2,3,1,2,1,0
9140,2,3,3,2,1,2,3,1,0
9141,3,3,2,3,2,1,1,1,0
9142,2,2,3,3,2,2,1,3,0
9143,1,1,2,3,1,2,2,3,1
9144,2,2,4,4,2,2,3,3,0
9145,2,3,1,2,2,2,3,1,0
9146,3,1,3,4,2,2,2,1,0
9147,3,2,2,4,2,2,1,3,0
9148,3,2,1,3,1,2,3,1,0
9149,2,4,2,3,2,1,3,2,0
9150,2,3,1,2,1,1,2,3,1
9151,3,3,1,2,2,1,3,3,1
9152,3,2,3,2,3,2,2,3,1
9153,2,2,4,1,1,1,3,1,0
9154,3,4,4,3,3,2,3,3,0
9155,3,2,4,1,2,1,3,3,0
9156,3,2,3,1,2,2,3,1,0
9157,2,4,1,2,1,2,2,2,1
9158,1,1,2,3,2,2,1,1,0
9159,2,2,3,1,2,2,3,3,0
9160,2,2,2,2,1,1,2,3,1
9161,1,2,4,1,1,2,1,3,0
9162,3,2,4,3,1,1,3,2,0
9163,1,1,4,1,1,1,1,2,1
9164,2,1,1,3,2,2,3,3,1
9165,1,2,4,2,3,1,1,2,0
9166,1,4,2,4,2,1,2,2,1
9167,1,3,2,4,3,2,3,3,1
9168,1,4,3,1,1,2,2,1,0
9169,3,2,3,4,2,1,2,2,0
9170,3,2,1,2,2,1,1,1,0
9171,2,1,1,1,1,2,2,3,1
9172,3,2,2,2,3,1,3,1,0
9173,1,4,3,1,2,1,1,3,1
9174,1,2,3,2,2,2,3,3,0
9175,2,1,1,3,1,2,1,2,1
9176,3,2,3,2,3,1,1,1,0
9177,3,3,2,4,3,2,1,1,0
9178,3,2,2,1,2,1,1,1,0
9179,2,1,3,4,3,1,3,3,1
9180,1,4,2,1,2,1,3,1,0
9181,1,3,4,3,3,2,2,1,0
9182,3,2,1,4,1,1,3,2,0
9183,3,2,4,3,3,1,2,2,0
9184,3,4,4,4,3,1,3,2,0
9185,2,2,3,2,1,2,1,1,0
9186,2,3,4,2,2,2,2,2,1
9187,3,1,2,1,3,2,3,3,1
9188,2,2,3,3,3,1,3,1,0
9189,1,3,1,2,2,2,2,3,1
9190,1,2,1,1,2,2,2,2,1
9191,2,3,2,2,3,1,1,3,1
9192,2,2,4,1,2,2,2,3,0
9193,3,3,2,4,2,1,1,2,0
9194,2,3,3,1,2,1,2,1,0
9195,2,2,3,2,1,2,1,2,0
9196,2,3,4,1,1,2,1,1,0
9197,2,2,1,2,2,2,2,2,0
9198,1,4,2,4,3,2,1,2,1
9199,3,1,3,1,1,1,1,2,1
9200,2,1,4,3,2,2,1,3,1
9201,2,4,4,2,2,2,2,2,0
9202,1,4,4,1,1,2,3,2,1
9203,2,2,1,1,1,2,1,2,0
9204,3,3,3,3,2,1,1,2,0
9205,2,4,2,3,3,2,1,1,0
9206,1,3,3,4,2,2,1,1,0
9207,3,4,4,3,3,1,1,3,0
9208,1,1,1,1,2,1,3,1,0
9209,1,4,1,1,2,1,2,2,1
9210,3,3,4,1,2,1,1,1,0
9211,2,4,3,2,1,1,3,1,0
9212,1,4,2,2,3,1,2,3,1
9213,2,1,1,3,1,2,1,3,1
9214,2,3,3,2,1,1,2,1,0
9215,1,3,4,4,3,1,1,2,1
9216,2,2,1,4,1,2,2,1,0
9217,2,2,1,1,2,1,2,1,0
9218,1,4,4,2,2,1,1,2,1
9219,2,4,2,3,1,1,3,1,0
9220,2,2,3,3,3,1,3,3,0
9221,1,3,2,4,3,1,1,2,1
9222,1,2,1,4,3,1,3,3,1
9223,3,2,3,3,3,2,3,3,0
9224,3,4,3,4,3,1,3,3,0
9225,2,2,3,2,1,2,3,3,1
9226,3,4,2,1,1,1,1,1,0
9227,3,2,3,1,1,2,3,2,0
9228,2,3,2,1,3,1,3,3,1
9229,2,2,4,2,1,2,3,3,0
9230,2,1,4,4,2,2,1,1,0
9231,1,4,4,3,3,2,1,3,1
9232,2,2,3,4,1,2,2,1,0
9233,3,3,3,1,2,1,3,2,0
9234,2,1,3,4,3,2,2,3,1
9235,1,3,3,2,3,1,2,3,1
9236,3,2,3,4,2,2,2,2,0
9237,3,1,4,3,1,1,1,3,1
9238,2,3,2,1,3,1,2,2,1
9239,1,2,3,1,1,1,1,1,0
9240,2,4,4,4,2,2,2,1,0
9241,2,2,1,4,3,2,1,3,0
9242,1,3,4,3,2,1,2,2,1
9243,3,2,2,1,2,2,3,2,0
9244,1,3,1,2,2,2,1,3,1
9245,1,2,4,3,2,1,3,3,0
9246,3,1,4,4,1,2,3,3,1
9247,3,1,3,3,3,1,1,1,0
9248,1,1,2,2,2,1,3,1,0
9249,1,2,4,3,2,1,3,2,0
9250,3,4,2,1,3,1,3,2,0
9251,2,3,1,3,3,2,1,1,0
9252,2,2,1,4,2,2,2,2,0
9253,3,3,3,4,3,2,2,3,1
9254,2,2,2,2,3,2,1,3,0
9255,1,2,1,4,3,2,3,2,0
9256,2,4,2,2,3,2,2,1,0
9257,2,4,1,2,2,1,3,1,0
9258,3,2,2,1,3,1,1,2,0
9259,2,1,4,3,2,2,2,3,1
9260,3,4,2,3,1,1,3,2,0
9261,1,3,3,3,2,1,3,2,1
9262,1,3,1,4,1,1,1,1,0
9263,3,2,2,3,2,2,3,3,0
9264,3,2,3,3,2,2,3,1,0
9265,1,2,1,2,2,2,1,2,0
9266,3,3,2,3,1,2,1,2,0
9267,2,3,2,2,2,1,2,3,1
9268,2,3,1,4,1,2,3,3,1
9269,1,2,2,3,3,2,1,3,0
9270,1,3,4,1,3,2,1,3,1
9271,2,4,3,4,3,1,1,1,0
9272,1,3,3,2,3,1,3,2,1
9273,2,3,1,2,1,2,2,1,0
9274,2,1,3,2,3,2,1,2,1
9275,2,1,3,1,3,2,1,3,1
9276,2,2,1,3,2,1,1,3,0
9277,1,2,3,2,2,2,1,2,0
9278,1,2,4,3,3,2,2,2,0
9279,1,2,4,3,3,1,2,3,1
9280,1,2,2,4,2,2,3,2,0
9281,1,4,2,3,3,2,2,1,0
9282,1,4,3,1,2,1,1,2,1
9283,3,4,3,4,1,2,1,3,0
9284,2,4,1,4,2,2,3,3,1
9285,1,2,1,4,2,1,3,3,1
9286,3,2,3,3,2,1,2,1,0
9287,2,2,4,1,3,1,3,2,0
9288,2,2,2,2,1,1,3,1,0
9289,3,3,4,3,2,2,2,2,0
9290,1,3,4,1,2,1,2,2,1
9291,3,1,1,3,3,1,3,1,0
9292,3,3,4,3,2,2,1,2,0
9293,2,1,2,2,2,1,3,2,1
9294,1,3,1,3,3,1,3,2,1
9295,1,1,3,4,2,1,3,3,1
9296,3,3,4,3,1,2,2,1,0
9297,1,2,3,3,2,1,3,3,1
9298,2,2,2,3,2,2,1,1,0
9299,2,4,2,4,3,2,2,3,1
9300,1,3,1,4,2,1,2,3,1
9301,1,4,4,1,3,1,3,3,1
9302,2,3,3,1,3,2,3,3,1
9303,3,2,4,4,3,1,3,2,0
9304,3,4,4,2,1,2,3,2,0
9305,3,1,4,2,2,2,1,2,0
9306,1,1,3,3,2,1,2,1,0
9307,2,2,3,4,1,2,3,3,0
9308,2,1,4,3,2,2,3,1,0
9309,2,2,2,4,1,2,2,3,0
9310,2,2,3,1,2,2,3,3,0
9311,3,1,1,1,2,2,2,1,0
9312,1,4,4,3,3,2,2,1,0
9313,1,3,2,1,3,2,2,3,1
9314,3,2,4,2,2,2,3,3,0
9315,1,2,1,1,1,1,2,2,1
9316,3,2,3,3,2,2,1,1,0
9317,1,4,4,2,2,1,2,1,0
9318,1,2,4,1,3,1,1,3,0
9319,1,1,2,1,1,1,3,3,1
9320,2,2,4,1,3,2,3,3,0
9321,2,2,1,4,3,2,1,2,0
9322,3,1,2,1,3,2,2,3,1
9323,2,2,2,3,1,2,3,1,0
9324,3,3,1,4,2,2,1,3,0
9325,2,2,2,1,3,2,2,2,0
9326,3,2,4,1,2,1,1,1,0
9327,1,2,2,4,1,2,2,2,0
9328,1,3,4,4,1,2,2,3,1
9329,2,3,2,2,3,1,3,1,0
9330,1,2,4,3,1,1,3,2,0
9331,1,4,2,3,1,1,1,3,1
9332,3,3,1,1,2,1,3,2,1
9333,3,2,4,3,2,1,3,2,0
9334,1,2,2,1,1,2,1,3,1
9335,1,2,1,1,1,1,3,1,0
9336,1,1,3,2,3,2,1,2,1
9337,3,2,3,3,1,1,2,1,0
9338,3,2,2,1,3,2,3,3,1
9339,1,3,3,4,2,2,3,2,1
9340,3,2,1,1,3,1,1,1,0
9341,1,3,4,2,1,2,2,3,1
9342,3,2,1,3,2,2,2,2,0
9343,3,2,1,1,2,1,1,3,0
9344,1,1,1,2,1,1,1,1,0
9345,1,2,1,2,3,1,3,1,0
9346,3,1,4,2,1,2,3,1,0
9347,2,4,2,1,3,1,1,2,1
9348,3,1,3,2,2,2,3,3,1
9349,3,4,3,2,3,2,1,2,0
9350,1,3,2,2,1,1,2,1,0
9351,2,2,2,3,2,2,3,1,0
9352,3,4,3,2,1,2,1,2,0
9353,1,2,2,3,1,1,2,2,1
9354,3,3,3,3,3,2,1,1,0
9355,1,2,3,3,2,1,1,1,0
9356,2,4,1,3,3,1,1,2,0
9357,1,2,4,2,3,2,2,2,0
9358,3,1,3,1,3,2,2,2,1
9359,3,2,3,3,2,2,2,2,0
9360,2,1,2,2,3,1,1,1,0
9361,2,2,2,2,1,2,3,1,0
9362,1,3,2,1,2,1,3,2,1
9363,2,2,3,1,1,2,2,2,0
9364,1,2,1,2,3,2,2,2,0
9365,2,3,3,4,2,1,2,1,0
9366,1,2,4,3,2,2,2,1,0
9367,1,4,4,2,3,2,2,1,0
9368,1,4,3,3,1,1,1,3,1
9369,2,2,2,2,1,1,2,1,0
9370,3,3,2,1,2,1,3,1,0
9371,2,2,4,1,3,1,3,1,0
9372,2,3,3,3,3,1,3,1,0
9373,2,3,1,3,2,2,1,3,1
9374,2,4,2,3,1,2,3,3,1
9375,1,3,4,4,3,2,1,3,1
9376,2,3,2,2,1,2,1,1,0
9377,3,3,2,2,1,1,2,3,1
9378,2,3,1,2,3,1,3,2,1
9379,2,4,3,4,1,1,2,2,1
9380,3,2,2,2,3,1,2,3,0
9381,1,2,4,2,2,2,2,3,0
9382,3,2,1,1,2,1,1,2,0
9383,2,2,2,4,3,2,1,3,0
9384,2,2,4,3,1,1,3,3,1
9385,1,4,4,3,1,1,2,3,1
9386,2,2,3,1,3,1,1,3,0
9387,1,2,2,2,1,1,2,3,1
9388,1,1,1,2,3,1,1,3,1
9389,2,3,2,4,2,2,1,3,1
9390,3,4,3,1,3,2,2,1,0
9391,1,2,1,2,1,1,2,2,1
9392,3,3,2,1,3,2,1,1,0
9393,2,2,2,2,2,1,3,1,0
9394,3,1,3,3,1,1,3,3,1
9395,2,3,2,2,3,1,3,2,1
9396,2,3,4,3,3,2,2,2,1
9397,3,4,1,1,3,1,3,2,0
9398,1,2,3,3,1,2,2,3,0
9399,3,2,1,3,2,2,1,3,0
9400,3,3,4,1,3,2,1,2,0
9401,1,2,4,4,1,1,2,3,1
9402,2,1,4,1,1,2,3,1,0
9403,1,4,4,4,2,1,1,3,1
9404,1,4,1,3,2,2,1,2,1
9405,3,2,3,4,2,2,2,1,0
9406,3,2,4,1,3,1,3,3,0
9407,1,3,1,3,1,2,2,1,0
9408,2,2,2,1,1,2,1,3,0
9409,2,3,3,2,2,2,3,2,1
9410,1,3,4,2,2,1,3,3,1
9411,1,2,3,4,3,2,3,1,0
9412,1,3,1,1,1,2,2,1,0
9413,1,4,2,2,3,2,2,3,1
9414,1,4,4,3,2,2,3,1,0
9415,2,2,3,3,1,1,1,3,0
9416,2,1,2,2,1,2,1,2,1
9417,1,2,3,1,1,1,1,1,0
9418,3,2,4,4,3,2,2,2,0
9419,2,1,3,4,2,2,1,1,0
9420,1,1,3,3,3,1,2,3,1
9421,2,1,3,3,3,2,2,3,1
9422,3,2,4,4,2,2,2,2,0
9423,3,1,2,1,1,2,3,1,0
9424,2,3,2,2,3,1,1,2,1
9425,3,1,2,1,1,1,3,3,1
9426,1,1,1,2,1,2,1,1,0
9427,1,1,1,2,3,2,1,2,1
9428,2,3,3,3,2,1,2,2,1
9429,3,4,2,4,3,2,2,3,0
9430,2,2,2,1,3,2,2,2,0
9431,2,3,3,3,1,2,3,1,0
9432,2,2,4,4,1,1,2,2,0
9433,2,3,4,4,1,2,3,3,1
9434,3,2,2,1,1,1,1,1,0
9435,3,2,3,4,3,1,3,2,0
9436,3,2,2,3,2,1,3,1,0
9437,1,2,2,3,1,1,1,2,0
9438,1,3,2,4,2,1,2,2,1
9439,1,2,3,3,3,2,2,2,0
9440,1,1,2,1,1,2,2,2,1
9441,2,1,3,2,3,2,2,1,0
9442,2,2,3,1,3,2,3,3,1
9443,2,1,4,2,1,2,2,1,0
9444,2,2,1,2,1,1,3,2,0
9445,3,1,3,4,2,2,1,3,0
9446,3,1,4,1,2,1,1,3,0
9447,1,4,3,1,2,2,1,2,1
9448,2,1,4,1,3,1,1,2,1
9449,3,2,2,3,1,1,1,2,0
9450,1,3,3,4,3,1,1,3,1
9451,3,2,4,3,3,1,2,1,0
9452,2,2,3,4,1,1,1,1,0
9453,1,2,1,1,2,2,1,1,0
9454,2,4,2,4,1,1,3,3,1
9455,3,4,3,4,2,1,2,3,0
9456,3,2,3,1,2,2,3,3,0
9457,3,2,2,1,1,1,2,2,0
9458,1,3,4,2,3,1,2,2,1
9459,2,2,3,4,3,2,1,3,0
9460,1,2,4,2,3,1,1,3,0
9461,1,4,3,1,1,2,1,1,0
9462,2,2,1,1,3,2,1,2,0
9463,3,2,3,1,3,1,3,3,1
9464,1,2,3,3,1,1,2,2,0
9465,3,1,3,3,2,1,3,1,0
9466,3,3,3,1,2,2,3,2,0
9467,2,4,4,2,1,1,2,2,1
9468,2,3,1,3,3,1,2,2,1
9469,3,3,3,3,3,2,3,1,0
9470,3,2,4,1,3,1,3,2,0
9471,1,2,1,2,1,1,2,3,1
9472,3,2,1,3,1,2,2,3,0
9473,1,2,4,4,1,1,3,1,0
9474,2,3,1,4,1,2,2,3,1
9475,1,1,1,4,3,2,1,1,0
9476,3,1,3,4,3,2,1,2,0
9477,1,1,4,2,1,2,3,2,1
9478,2,2,2,3,2,2,1,3,0
9479,3,4,4,2,2,2,3,1,0
9480,1,4,2,1,3,2,3,2,1
9481,1,1,2,4,1,2,2,3,1
9482,1,4,4,2,2,1,2,2,1
9483,1,4,4,4,3,1,1,2,1
9484,2,1,1,3,3,2,3,3,1
9485,1,1,2,3,3,2,2,3,1
9486,2,2,1,4,2,1,3,1,0
9487,2,4,3,4,2,2,3,3,1
9488,3,4,4,1,1,1,3,3,1
9489,1,2,2,3,2,2,3,2,0
9490,1,2,3,2,2,1,1,1,0
9491,2,3,1,1,2,2,3,3,1
9492,3,1,1,2,3,2,2,1,0
9493,1,1,3,2,3,2,1,1,0
9494,3,2,1,4,1,1,2,1,0
9495,1,3,4,1,3,1,1,2,1
9496,3,3,3,1,1,2,1,3,1
9497,3,1,3,2,3,1,3,1,0
9498,1,2,1,4,1,1,2,1,0
9499,1,1,1,4,3,2,1,3,1
9500,2,1,2,2,1,2,3,3,1
9501,2,2,2,1,1,1,2,2,0
9502,2,2,1,3,1,2,1,2,0
9503,1,1,3,1,3,2,1,3,1
9504,1,3,3,2,1,1,3,1,0
9505,2,3,4,1,3,2,1,1,0
9506,3,2,1,2,1,2,1,2,0
9507,2,4,1,1,2,1,3,3,1
9508,2,1,1,3,1,2,2,2,1
9509,3,2,3,2,3,2,1,3,0
9510,2,1,4,1,1,2,1,1,0
9511,2,2,3,1,2,1,3,1,0
9512,2,4,4,1,2,1,2,1,0
9513,3,1,3,1,3,1,1,3,1
9514,2,2,2,2,3,2,3,1,0
9515,3,3,1,2,2,2,1,2,0
9516,1,3,1,4,2,2,2,3,1
9517,1,1,4,1,1,1,1,3,1
9518,1,3,3,3,1,1,3,1,0
9519,2,2,2,1,2,2,3,2,0
9520,2,2,3,3,2,2,3,2,0
9521,2,4,4,1,1,2,3,3,1
9522,3,2,4,1,1,1,1,3,0
9523,1,2,3,3,1,1,1,1,0
9524,3,3,3,2,1,1,3,1,0
9525,3,1,4,3,3,2,3,1,0
9526,3,4,1,2,1,1,2,3,1
9527,1,2,1,4,3,2,2,2,0
9528,2,1,3,4,1,2,3,2,1
9529,2,2,4,3,3,2,3,3,0
9530,3,2,1,3,2,1,2,1,0
9531,1,3,4,3,2,2,2,3,1
9532,3,3,2,1,3,2,1,2,1
9533,1,1,3,2,3,1,2,3,1
9534,1,4,4,1,2,2,1,3,1
9535,3,2,3,3,1,1,2,2,0
9536,3,3,1,2,3,2,1,1,0
9537,3,3,1,1,3,1,1,1,0
9538,2,2,2,2,3,1,3,3,0
9539,1,3,2,2,3,1,1,3,1
9540,2,2,1,2,1,2,1,1,0
9541,3,2,4,2,1,2,3,2,0
9542,1,1,2,3,3,2,3,1,0
9543,3,1,2,4,3,2,2,1,0
9544,3,4,4,4,3,2,3,2,0
9545,2,1,1,4,1,1,1,1,0
9546,3,1,1,2,3,1,3,3,1
9547,2,1,2,3,3,1,3,3,1
9548,1,3,2,2,2,1,3,1,0
9549,2,2,2,1,2,2,2,1,0
9550,1,4,4,3,1,2,1,1,0
9551,2,3,1,1,2,2,1,3,1
9552,3,4,2,4,1,2,2,2,0
9553,1,3,1,3,2,1,2,2,1
9554,2,1,2,2,2,2,3,1,0
9555,3,3,2,3,2,2,3,1,0
9556,1,2,2,2,1,2,3,2,0
9557,2,3,3,1,1,1,3,2,1
9558,1,1,1,2,2,2,1,3,1
9559,2,3,1,3,1,2,2,2,1
9560,2,1,4,2,2,2,3,1,0
9561,1,2,4,3,2,1,1,2,0
9562,2,4,4,3,1,1,2,2,1
9563,1,2,2,1,3,2,3,2,1
9564,3,2,4,1,1,1,2,3,1
9565,1,3,1,2,3,2,1,3,1
9566,2,2,4,4,3,1,2,3,0
9567,1,3,4,3,3,2,3,2,1
9568,1,1,1,3,2,1,1,2,1
9569,3,1,3,2,3,1,1,2,1
9570,3,3,2,1,1,1,3,1,0
